id_response;linha_produto;modulo;processo;subprocesso;requisito;resposta;observacao
25615;TOTVS Backoffice - Linha Protheus;Audit Trail;Requisitos Não Funcionais;Trilhas de auditoria (Audit Trail);Possibilidade de parametrizar somente componentes de tracking desejados.;Atende;Verificar link para maiores informaçõeshttps://tdn.totvs.com/pages/releaseview.action?pageId=727939492
25616;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Desenvolvimento do sistema;Descrever a estrutura do software em termos de módulos e componentes?;Atende;Descrito no link https://www.totvs.com/blog/erp/protheus-da-totvs/
25617;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Desenvolvimento do sistema;Descrever o grau de dependência do fornecedor para customizar o código do produto. Em caso da existência desse serviço apresentar como os componentes específicos encomendados pela empresa-cliente são mantidos e suportados em produção e como as novas versões são controladas.;Atende;Através da linguagem de desenvolvimento TOTVS - TL++ o próprio cliente pode desenvolver customizações com novas funcionalidades relatórios pontos de entradas Web Services APIS Texto Banco de Dados etc de acordo com a finalidade necessária. Fornecemos treinamentos específicos para esta finalidade.ERP possui o conceito de RPO (Repositório do ERP Padrão) - RPO (Customizado) onde todas as customizações são compiladas neste ambiente.Quando são lançadas novas versões e ou upgrades os fontes devem ser compilados no novo ambiente e posteriormente é recomendado a execução dos testes em ambiente de Homologação para posteriormente serem replicados para produção.
25618;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Desenvolvimento do sistema;Descrever as linguagens de programação utilizadas diferenciando por camada (back-end front-end banco de dados etc.) produto e módulo.;Atende;Linguagem TOTVS - TL++ (ADVPL)
25619;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Integração – disponibilidade e desenvolvimento de interfaces;Relacionar ferramentas para desenvolvimento das interfaces orientadas a serviço.;Atende;Existe a possibilidade de comunicação via Web Services APIs TXT Banco etc. Também possuímos nossa plataforma TOTVS Conector que faz todo o gerenciamento de integrações entre plataformas distintas: https://produtos.totvs.com/ficha-tecnica/tudo-sobre-o-totvs-connector/
25620;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Integração – disponibilidade e desenvolvimento de interfaces;Caso seja aplicável descrever o uso de API (Application Programming Interface) genérica.;Atende;Existe a possibilidade de comunicação via Web Services APIs TXT Banco etc. Também possuímos nossa plataforma TOTVS Conector que faz todo o gerenciamento de integrações entre plataformas distintas: https://produtos.totvs.com/ficha-tecnica/tudo-sobre-o-totvs-connector/
25621;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Integração – disponibilidade e desenvolvimento de interfaces;Conectores prontos com EAI (Enterprise Application Integration) gatewaysetc.;Atende;A nossa ferramenta TOTVS IPAAS possui conectores para integração com EAIhttps://tdn.totvs.com/display/INT/Cadastro+de+Rotas+EAI
25622;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Integração – disponibilidade e desenvolvimento de interfaces;Descrever os estilos de integração como por exemplo File Transfer Shared Database Remote Procedures Invocation e Messaging.;Atende;File Transfer e Shared Database
25623;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Integração – disponibilidade e desenvolvimento de interfaces;Descrever as interfaces prontas para eventuais sistemas complementares propostos pelo proponente.;Atende;Descritas no link https://api.totvs.com.br/
25624;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Integração – disponibilidade e desenvolvimento de interfaces;Descrever a capacidade de integração por meio de interfaces/APIs aos sistemas legados do Ventura Offshore.;Atende;Descritas no link https://api.totvs.com.br/
25625;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Integração – disponibilidade e desenvolvimento de interfaces;Possuí autenticação integrada com o Azure Active Directory (com suporte a duplo fator de autenticação).;Atende;Fluig identity
25626;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Integração – disponibilidade e desenvolvimento de interfaces;Descreva os métodos de segurança/autenticação suportados (ou seja auth básico OAUTH2.0 etc.).;Atende;Basic Auth Oauth1 Oauth2 NTLM appkey apptoken custom 
25627;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Integração – disponibilidade e desenvolvimento de interfaces;Logs de auditoria e operação precisam ser integrados com o SIEM/Syslog da Ventura Offshore.;Atende;Permite integração
25628;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Integração – disponibilidade e desenvolvimento de interfaces;Descrever os conectores standard para a integração com demais sistemas;Atende;Estão descritos no link https://tdn.totvs.com/display/IPAAS/Aplicativos
25629;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Facilidade de absorção de novas versões;Definir prazos médios para atualizações e lançamentos de versões evolutivas.;Atende;O lançamento de novos releases ocorre uma vez por ano e garante a manutenção por 20 meses com possibilidade de contratação de garantia extendida.Novas implementações são disponibilizadas conforme melhorias contínuas - através do Roadmap.Todo o ciclo de desenvolviemnto e disponibilização de funcionalidade é destacado com a funcionalidade a ser desenvolvida e a data prevista de liberação assim como o prazo.Todas as informações referente a lançamento de versões estão publicadas no link:https://tdn.totvs.com/display/public/PROT/Ciclo+de+Vida+de+Software+-+TOTVS+Linha+ProtheusTodo o ciclo de desenvolviemnto e disponibilização de funcionalidade é destacado com a funcionalidade a ser desenvolvida e a data prevista de liberação assim como o prazo.https://produtos.totvs.com/produto/totvs-backoffice/totvs-backoffice-linha-protheus/
25630;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Facilidade de absorção de novas versões;Descrever os reflexos de eventuais lançamentos nos próximos meses e/ou anos que possam ocasionar um significativo projeto de atualização.;Atende;Todas as informações referentes a lançamentos de versões são disponibilziados nos canais oficiais TOTVSInformações referente a lançamento de versões estão publicadas no link:https://tdn.totvs.com/display/public/PROT/Ciclo+de+Vida+de+Software+-+TOTVS+Linha+Protheus
25631;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Facilidade de absorção de novas versões;As novas versões prevêem re-incorporação automática das parametrizações configurações e customizações de código visando minimizar custos prazos e riscos envolvidos?;Atende;Todas as informações referentes a lançamentos de versões são disponibilziados nos canais oficiais TOTVSInformações referente a lançamento de versões estão publicadas no link:https://tdn.totvs.com/display/public/PROT/Ciclo+de+Vida+de+Software+-+TOTVS+Linha+Protheus
25632;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Facilidade de absorção de novas versões;Descrever política de suporte a versões anteriores.;Atende;A Política de Ciclo de Vida define a periodicidade da evolução dos produtos da TOTVS fornecendo diretrizes previsíveis sobre o lançamento de novas funcionalidades e manutenções corretivas.Versões - Em uma versão são disponibilizadas novas funcionalidades e melhorias tecnológicas. Nela também estão todas as correções e as alterações legais disponibilizadas desde a versão anterior.Releases - A TOTVS tem o compromisso de fornecer produtos atualizados legalmente seguros e com qualidade aprimorada. Por isso disponibiliza releases periódicos das versões dos seus produtos. Os Releases contemplam correções de erros e alterações legais. Eventualmente poderão conter novas funcionalidades.Política do Ciclo de Vida TOTVSProdutos On premise: A TOTVS oferecerá atualização de legislação e manutenção na versão atual do produto desde que seja no release corrente ou anterior.Produtos Saas: A TOTVS oferecerá atualização de legislação e manutenção apenas no release atual do produto uma vez que as atualizações e upgrades ocorrem de forma automática pela TOTVS.https://centraldeatendimento.totvs.com/hc/pt-br/articles/23031952004759-Pol%C3%ADtica-do-Ciclo-de-Vida-TOTVS
25633;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Maturidade / Estabilidade do Produto;Qual o tempo do produto no mercado?;Atende;O sistema PROTHEUS da TOTVS está consolidado no mercado há mais de 20 anos se destaca como uma solução ERP versátil capaz de atender a uma vasta gama de necessidades empresariaishttps://www.totvs.com/blog/erp/protheus-da-totvs/#:~:text=O%20sistema%20Protheus%20da%20TOTVS%2C%20consolidado%20no%20mercado%20h%C3%A1%20maisvasta%20gama%20de%20necessidades%20empresariais.
25634;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Maturidade / Estabilidade do Produto;Descrever a maturidade e estabilidade da versão do software a ser adquirida.;Atende;O PROTHEUS da TOTVS oferece um leque de módulos e funcionalidades que abrangem desde recursos humanos até finanças e operações permitindo uma gestão integrada e eficiente. A capacidade desse sistema TOTVS de integrar-se com diversas outras ferramentas e plataformas fortalece ainda mais sua posição como um facilitador crucial para a tomada de decisões estratégicas e crescimento empresarialhttps://www.totvs.com/blog/erp/protheus-da-totvs/#:~:text=O%20sistema%20Protheus%20da%20TOTVS%2C%20consolidado%20no%20mercado%20h%C3%A1%20maisvasta%20gama%20de%20necessidades%20empresariais.
25635;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Maturidade / Estabilidade do Produto;Descrever o histórico da evolução do produto (datas de lançamento original e das versões posteriores).;Atende;Líder absoluta em sistemas e plataformas para gestão de empresas a TOTVS entrega produtividade para mais de 70 mil clientes por meio da digitalização dos negócios. Indo muito além do ERP oferece serviços financeiros e soluções de business performance investindo aproximadamente R$19 bilhão em pesquisa e desenvolvimento nos últimos cinco anos para atender as exigências de 12 setores estratégicos da economia. Como uma empresa originalmente brasileira a TOTVS acredita no “Brasil que Faz” e apoia o crescimento e a sustentabilidade de milhares de negócios e empreendedores de norte a sul do país por meio de sua tecnologia.Com mais de 50% de market share no Brasil e entre os 3 principais players na América Latina a TOTVS atua principalmente no Brasil mas possui clientes em mais de 40 países com presença nos principais centros de negócios explorando o potencial e as vocações econômicas regionais. Histórico e Perfil - TOTVS RI
25636;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Clientes utilizando versão a ser adquirida;Relacionar quantidade de clientes com o software em implementação (projeto) no Brasil.;Atende;300 em Implantação no Segmento de manufatura.
25637;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Clientes utilizando versão a ser adquirida;Relacionar a quantidade de clientes com o software em produção no Brasil e desde quando.;Atende;2.949 clientes do segmento de manufatura com um total de 470.000 usuários conectados. Adicionalmente informamos que incluindo os demais segmentos a plataforma possui mais de 10.000 clientes em produção. 30 Anos de operação.
25638;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Clientes utilizando versão a ser adquirida;Relacionar a quantidade de clientes com o software em produção no exterior e desde quando.;Atende;230 clientes no segmento de manufatura.
25639;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Clientes utilizando versão a ser adquirida;Relacionar a quantidade de clientes com o software em implementação (projeto) no exterior.;Atende;18 empresas no segmento.
25640;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Profissionais especializados no mercado para implementação - adicionais aos do Fornecedor.;Qual o grau de experiência média destes profissionais?;Atende;Temos um quadro de profissionais qualificados em todas as nossas soluções podendo ser utilizados recursos de parceiros homologados TOTVS que também ficam sob nossa responsabilidade. Em todos os nossos projetos utilizamos a MIT - Metodologia de Implantação TOTVS onde a construção e os testes são baseados em Sprints criando um modelo híbrido modular e ágil podendo ser utilizado em qualquer implantação seja no modelo remoto presencial ou híbrido garantindo a qualidade de nossos projetos.
25641;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Profissionais especializados no mercado para implementação - adicionais aos do Fornecedor.;Qual a política e prática de certificação utilizadas para estes profissionais?;Atende;Possuimos um quadro de profissionais de nivel senior que possuem dominio completo nas soluções que envolvem o projeto. O projeto contará com uma equipe de coordenação que fará toda a gestão utilizando nossa metodologia de implantação baseada nas melhores práticas do PMBOK.
25642;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Suporte Técnico direto do fornecedor;Descrever os serviços de suporte técnico oferecidos como por exemplo serviços canais horários língua utilizadas na comunicação (oral e escrita) ferramentas de registro e follow-up.;Atende;Suporte e Manutenção Prime:Atendimento com escopo mais abrangente do que o suporte padrão. Esse serviço pode ser formatado de acordo com as necessidadesde cada empresa e conta com diferentes opções de contratação: Gold Silver e On Demand.Monitoramento SPOC:Serviço de ponto único de contato que centraliza o gerenciamento de demandas com um agente de sucesso da TOTVS.Central de Relacionamento TOTVShttps://totvscst.zendesk.com/hc/pt-br/#home
25643;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Suporte Técnico direto do fornecedor;Descrever a quantitativamente e qualitativamente o grau especialização e experiência da equipe de suporte.;Atende;No Suporte Standard temos um time heterogêneo que vai do analista Junior de Negócio ao especialista de Negócio da área do Atendimento. Os profissionais são especializados no negócio ou/e em tecnologia.
25644;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Suporte Técnico direto do fornecedor;Descrever número de profissionais da equipe de suporte no Brasil e no Mundo.;Atende;Hoje temos mais de 400 profissionais na estrutura de Suporte do Produto Protheus
25645;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Treinamento do fornecedor e credenciados;Que treinamento ao usuário é fornecido? Qual formato/meio de treinamento está disponível.;Atende;Durante a implantação do projeto seráo realizadas as capacitações aos usuários chaves de cada processo conforme nossa Metodologia de Implantação TOTVS - MIT.Após a implantção oferecemos três modalidades disponíveis para o cliente da TOTVS ou um profissional que está buscando aperfeiçoamento profissional São:• Modalidade presencial: nessa categoria os cursos em formato presencial são oferecidos nas modalidades VIP quando o cliente forma uma turma da sua empresa para fazer o curso ou In Company em que nossos especialistas vão até o seu escritório• Modalidade virtual: o curso online TOTVS é realizado em tempo real com um professor disponível de forma online. Dessa forma o tutor é a fonte perfeita para tirar as dúvidas dos alunos explicar as funcionalidades e especificações de cada software e seus módulos.• E-learning: nessa modalidade de aprendizado as aulas são gravadas e podem ser feitas em qualquer momento do dia ou da semana de qualquer localização. A TOTVS oferece mais de 900 cursos nessa modalidade.
25646;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Treinamento do fornecedor e credenciados;Quais as condições se existentes para adaptação às particularidades do contratante no caso de necessidade de cursos in-company e/ou personalizados.;Atende;Além das modalidades o interessado nos cursos TOTVS pode escolher diferentes tipos de treinamentos como: • Baseado no Calendário Regular TOTVS São cursos 100% virtuais que ocorrem com base em um cronograma fixo. É possível assistir às aulas ao vivo em tempo real em um ambiente virtual de aprendizado que conta com instrutores e espaço para tirar dúvidas. Além disso o ambiente também possui funcionalidade de teste do produto que amplia o espectro de aplicação dos ensinamentos passados em aula. • Turmas Exclusivas É um tipo de curso que pode ser encomendado por sua empresa que consiste de aulas virtuais ou presenciais (na sede da TOTVS ou na sua localidade). Assim com base nos conteúdos exclusivos da TOTVS você e sua empresa contam com uma experiência de aprendizado única e específica para o seu negócio e necessidades. • Curso TOTVS Personalizado Ao contratar o curso personalizado sua empresa recebe um treinamento totalmente lapidado conforme suas necessidades — seja virtual ou presencial com e-learning e mesmo jogos interativos entre outros diferenciais. Se for presencial o curso personalizado assim como as turmas exclusivas podem ser realizados na sede da sua empresa ou na própria TOTVS. • Experiência Digital Já a Experiência Digital é um formato específico para o curso ou treinamento TOTVS que sua empresa necessita.
25647;TOTVS Backoffice - Linha Protheus;;Requisitos Não Funcionais;Implementação;Explique a abordagem metodológica de implementação.;Atende;A Totvs possui uma metodologia de Implementação própria - MIT - Baseada no PMBOK https://tdn.totvs.com/display/MD/Guia+de+Templates+-+MIT+Digital#1--920967536
25648;TOTVS CLOUD;TOTVS Cloud;Requisitos Não Funcionais;Alta disponibilidade;Fornecer informações sobre o Up Time e resiliência para o ERP e o Framework de Integração (se separado);Atende;O UPTIME garantido em contrato varia de acordo com a oferta contratada.
25649;TOTVS CLOUD;TOTVS Cloud;Requisitos Não Funcionais;Alta disponibilidade;Descreva se o serviço de Disaster Recovery está disponível para o ERP/ e o Framework de Integração;Atende;Material oficial sobre a oferta de DR da TOTVS CLOUDhttps://tdn.totvs.com/display/OfertasTOTVS/Disaster+Recovery
25650;TOTVS CLOUD;TOTVS Cloud;Requisitos Não Funcionais;Alta disponibilidade;Os dados são replicados diretamente para um site de recuperação?;Atende;Material oficial sobre a oferta de DR da TOTVS CLOUDhttps://tdn.totvs.com/display/OfertasTOTVS/Disaster+Recovery
25651;TOTVS CLOUD;TOTVS Cloud;Requisitos Não Funcionais;Alta disponibilidade;Que cronograma e metodologia são usados para backups de mídia?;Atende;Essa é a politica de backups da TOTVS CLOUDhttps://tdn.totvs.com/display/OfertasTOTVS/Cloud
25652;TOTVS CLOUD;TOTVS Cloud;Requisitos Não Funcionais;Alta disponibilidade;Qual é a política de retenção seguida para backups de mídia?;Atende;TOTVS Cloud possui um processo de gestão de cópias de segurança (backups) certificado ISO 27001 e também é apresentado como controle no relatório ISAE 3402. Implementamos criptografia por padrão em todas as cópias de segurança (backup).Política de Backup. https://tdn.totvs.com/display/OfertasTOTVS/Cloud // https://ofertas.totvs.com/cloud-anexo-oferta-06012023/
25653;TOTVS CLOUD;TOTVS Cloud;Requisitos Não Funcionais;Alta disponibilidade;Quais são os vários SLAs de tempo de resposta ou desempenho?;Atende;O SLA varia de acordo com a oferta contratada e na proposta comercial da oferta/modalidade temos a apresentação dos catálogo de serviços e seus respectivos SLAs.
25654;TOTVS CLOUD;TOTVS Cloud;Requisitos Não Funcionais;Alta disponibilidade;Se os clientes relatarem problemas de desempenho qual é o processo de resolução e o cronograma esperados? Que recurso há para reclamações de desempenho não resolvidas?;Atende;O SLA varia pode ser da Cloud Dedicada Parão ou Prime.
25655;TOTVS CLOUD;TOTVS Cloud;Requisitos Não Funcionais;Alta disponibilidade;Por favor forneça quais métricas você rastreia ao monitorar a disponibilidade o desempenho e a condição operacional do aplicativo.;Atende;Temos uma equipe de monitoramento que cuida de todo parque de recursos computacionais entregues na oferta PaaS e o SLA de disponibilidade é apresentado no painel de gestão do TCLOUD.
25656;TOTVS CLOUD;TOTVS Cloud;Requisitos Não Funcionais;Alta disponibilidade;Quais políticas e procedimentos estão em prática em torno de paralisações planejadas e não planejadas?;Atende;Processo descrito conforme relatório de auditoria ISAE3402 anexohttps://tcloud.totvs.com.br/assets/img/trust-center/Relatorio_ISAE_3402_2023_PT.pdf
25657;TOTVS CLOUD;TOTVS Cloud;Requisitos Não Funcionais;Segurança;Como sua empresa garante a conformidade com as leis de privacidade de dados nacionais e internacionais? Inclua a descrição das medidas de conformidade em vigor.;Atende;O cumprimento de nossos processos internos é evidenciado através de nossas certificações disponibilizadas através do Trust Center. A TOTVS CLOUD possui as seguintes certificações:- ISO/IEC 27001 - ISO/IEC 27701 - ISO/IEC 9001 - Relatório ISAE 3402 - TIER III
25658;TOTVS CLOUD;TOTVS Cloud;Requisitos Não Funcionais;Segurança;Suas políticas e práticas de segurança foram auditadas por terceiros para conformidade com as leis internacionais de privacidade? Em caso afirmativo em que ano ocorreu a referida auditoria e qual foi o resultado?;Atende;Sim. Encaminharemos os certificados para comprovação das informações.
25659;TOTVS CLOUD;TOTVS Cloud;Requisitos Não Funcionais;Segurança;Acesso restrito aos IPs da rede da Ventura Offshore?;Atende;A plataforma TCLOUD tem nativamente uma funcionalidade que permite que o cliente faça gestão de acesso por geolocalização ou também que conceda acesso aos seus endereços somente a IPs autorizados.
25660;TOTVS CLOUD;TOTVS Cloud;Requisitos Não Funcionais;Segurança;Criptografia utilizada nos dados em repouso?;Atende;Toda a comunicação entre os servidores do ambiente contratado pelo cliente é feita de forma criptografada através do HTTPS TLS v1.2 e cifras fortes.
25661;TOTVS CLOUD;TOTVS Cloud;Requisitos Não Funcionais;Segurança;Criptografia do Backup?;Atende;TOTVS Cloud possui processo de gerenciamento de chaves criptográficas desde que estejam sob a sua gestão. A gestão de chaves criptográficas sob responsabilidade da TOTVS segue um processo interno certificado ISO 27001.
25662;TOTVS CLOUD;TOTVS Cloud;Requisitos Não Funcionais;Segurança;Os serviços executados utilizarão os certificados SSL/TLS 1.2?;Atende;Sim
25663;TOTVS Backoffice - Linha Protheus;Configurador;Configurações do Sistema;Requisitos Gerais;As telas de cadastros e movimentações do sistema oferecem possibilidade de personalização por usuário e/ou grupos de usuários por configuração na própria ferramenta sem necessidade de codificação? (exibição de campos filtros padrões etc.);Atende;
25664;TOTVS Backoffice - Linha Protheus;Configurador;Configurações do Sistema;Requisitos Gerais;Há possibilidade de alteração da ordem em que os campos aparecem na tela por usuário e/ou por grupo de usuários e/ou por processo de negócio através de configuração na própria ferramenta sem necessidade de codificação?;Atende;
25665;TOTVS Backoffice - Linha Protheus;Configurador;Configurações do Sistema;Requisitos Gerais;É possível fazer modificação dos rótulos dos campos do sistema através de configuração na própria ferramenta sem necessidade de codificação?;Atende;
25666;TOTVS Backoffice - Linha Protheus;Configurador;Configurações do Sistema;Requisitos Gerais;O sistema possui facilidade para criação de novos campos e parametrização de campos em qualquer tela do sistema por configuração na própria ferramenta sem necessidade de codificação?;Atende;Sim através do módulo Configurador é possível incluir novos campos e parametrização.
25667;TOTVS Backoffice - Linha Protheus;Configurador;Configurações do Sistema;Requisitos Gerais;O sistema possui flexibilidade e facilidade para criação de novas tabelas e/ou inclusão de campos em tabelas já existentes?;Atende;
25668;TOTVS Backoffice - Linha Protheus;Configurador;Configurações do Sistema;Requisitos Gerais;É possível criar novas telas a partir de ferramentas próprias do sistema sem necessidade de codificação? As telas criadas podem ser incluídas nos menus do sistema?;Atende Parcial;É possível criar as telas porém é necessário codificação dependendo da complexidade do processo.Também depende da ferramenta. Ex: ERP Fluig visto que ambos possuem facilidades diferentes.
25669;TOTVS Backoffice - Linha Protheus;Configurador;Configurações do Sistema;Requisitos Gerais;É possível renomear as telas do sistema e/ou criar atalhos livremente definidos pelos usuários de tal modo que seja possível abrir uma tela apenas digitando seu atalho?;Atende;
25670;TOTVS Backoffice - Linha Protheus;Configurações e Funcionalidades;Configurações do Sistema;Requisitos Gerais;Possui help on-line sensitivo em todas as telas do sistema?;Atende;
25671;TOTVS Backoffice - Linha Protheus;Configurações e Funcionalidades;Configurações do Sistema;Requisitos Gerais;Todos os cadastros são centralizados em uma única base de dados não possuindo nenhuma redundância de dados?;Atende;Sim. O ERP nativamente possui uma única base de dados para todos os processos / módulos.
25672;TOTVS Fluig;Fluig BPM;Configurações do Sistema;Requisitos Gerais;Oferece ferramenta de workflow ao longo de todos os módulos do ERP propiciando controle de aprovações com alçadas parametrizações e configurações?;Atende;Oferecemos o Fluig BPM como ferramenta de WF que permite ao cliente criar novos WFs conforme a sua necessidade e também WF de Processos Fluig já construídos como (Clientes Produtos Fornecedores) licenciados separadamente.Também possuímos APPs próprios para determinados processos do sistema.
25673;TOTVS Fluig;Fluig GED;Configurações do Sistema;Requisitos Gerais;Permite anexar documentos e imagens nos registros ou processos da empresa por exemplo nos documentos de requisições de compras de ordens de compras de pedidos de cotações cadastros de clientes fornecedores e produtos?;Atende;Banco de Conhecimento + Fluig GED
25674;TOTVS Backoffice - Linha Protheus;Configurações e Funcionalidades;Configurações do Sistema;Requisitos Gerais;Disponibiliza ferramenta para programar Web-service/ APIs a ser acionado por outro sistema externo para consultas ou atualizações especificas no ERP. A ferramenta deve garantir que todos os dados do sistema estarão disponíveis para consumo do Web-service/ APIs?;Atende;Sim. Através do Framework de linguagem própria TOTVS e também TOTVS I-PASS como ferramenta para conexão de plataformas.
25675;TOTVS Backoffice - Linha Protheus;Smart View;Configurações do Sistema;Requisitos Gerais;Disponibiliza ferramentas para criação de relatórios/ dashboards e consultas por parte dos próprios usuários com filtros de seleção que possam ser consultados a partir de dispositivos móveis com acesso a internet como notebooks netbooks tablets e smartphones?;Atende;Sim. TOTVS SmartVIEW como ferramenta de construção de relatórios e BI-GoodData
25676;Analytics by GoodData;GoodData;Configurações do Sistema;Requisitos Gerais;Permite a criação de indicadores de desempenho configuráveis que possam ser consultados a partir de dispositivos móveis com acesso a internet como notebooks netbooks tablets e smartphones?;Atende;BI -GoodData
25677;Analytics by GoodData;GoodData;Configurações do Sistema;Requisitos Gerais;Permite a criação de painéis de gestão nos quais serão incluídos os indicadores de desempenho com suas metas e resultados de modo que os painéis possam ser consultados a partir de dispositivos móveis com acesso a internet como notebooks netbooks tablets e smartphones?;Atende;Através do BI - Gooddata
25678;TOTVS Backoffice - Linha Protheus;Configurações e Funcionalidades;Configurações do Sistema;Requisitos Gerais;Permite a criação de layouts de importação e exportação fixo e variavel por parte dos próprios usuários compativeis com diversos formatos: TXT CSV XLS e XML?;Atende;Importação - VIA Mile - Arquivos TXT rotinar diversas via EA e XML e outras com JSONExportação Relatórios - Arquivo Planilha HTML PDF e ODFConsultas Genéricas - Exportação CSV
25679;TOTVS Cloud;TOTVS Cloud;Configurações do Sistema;Requisitos Gerais;Permite a possibilidade de termos uma redundância do banco de dados a ser usado única e exclusivamente para consultas?;Atende;É possível contratar uma base adicional para ser utilizada como base histórica. Entretanto os dados não seriam transferidos da base de produção para a base histórica de forma redundante. Caso o cliente tenha interesse ele precisa criar uma rotina que transfira os dados periodicamente para a base histórica adicional.
25680;TOTVS Backoffice - Linha Protheus;Configurador;Configurações do Sistema;Requisitos Gerais;Possui parametrização para disparos automáticos de e-mails sms etc.? Por determinada situação período periodicidade e e-mails destinos?;Atende;Existe a possibilidade de criar Schedules para processos do ERP.
25681;TOTVS Backoffice - Linha Protheus;Configurações e Funcionalidades;Configurações do Sistema;Requisitos Gerais;O sistema é responsivo e/ou possui APP para atendimento aos diversos dispositivos móveis existentes (Android IOS etc.)?;Atende;Possui diversos Apps especialista de acordo com a área / processo
25682;TOTVS Backoffice - Linha Protheus;Configurador;Configurações do Sistema;Requisitos Gerais;O sistema possui dicionário de dados e/ou documentação para identificação fácil de tabelas/ campos?;Atende;
25683;TOTVS Backoffice - Linha Protheus;Configurações e Funcionalidades;Configurações do Sistema;Requisitos Gerais;O sistema possui uma documentação Swagger com o conjuntos de APIs já disponíveis para uso? Inclusive API para autenticação?;Atende;http:\\api.totvs.com.brDisponíveis conforme a linha de ERP.
25684;Universidade TOTVS;Universidade TOTVS;Configurações do Sistema;Requisitos Gerais;A empresa possui ferramentas para treinamento e reciclagem dos usuários (ex. universidade corporativa com treinamentos online)?;Atende;
25685;TOTVS Cloud;TOTVS Cloud;Configurações do Sistema;Requisitos Gerais;A empresa possui uma cloud própria para hospedagem da aplicação / banco de dados?;Atende;
25686;TOTVS Cloud;TOTVS Cloud;Configurações do Sistema;Requisitos Gerais;O sistema pode ser hospedado nos princípais bancos de dados (Oracle/ SQL Server)? Qual versão?;Atende;Links de versões suportadas / homologadas:SQL: https://tdn.totvs.com/display/public/PROT/MSSQLORACLE: https://tdn.totvs.com/display/public/PROT/Oracle
25687;TOTVS Backoffice - Linha Protheus;Configurações e Funcionalidades;Configurações do Sistema;Segurança e Rastreabilidade;O sistema possui ferramenta que permite rastrear todas as transações até o movimento de origem (drill down) sem a necessidade de impressão de relatórios?;Atende;Systracker na funcionalidade e processo permite rastrear
25688;TOTVS Backoffice - Linha Protheus;Audit Trail;Configurações do Sistema;Segurança e Rastreabilidade;O sistema possui LOG amigável para auditoria e rastreabilidade com o registro das atividades de usuários no sistema com registro de data/hora e das informações modificadas?;Atende;Log de auditoria configurado no ERP
25689;TOTVS Backoffice - Linha Protheus;Audit Trail;Configurações do Sistema;Segurança e Rastreabilidade;É possível parametrizar quais são os campos e tabelas a serem monitorados por registro de LOG no sistema?;Atende;
25690;TOTVS Backoffice - Linha Protheus;Configurador;Configurações do Sistema;Segurança e Rastreabilidade;O sistema possui recurso para configuração de perfis de acesso por grupo de usuários?;Atende;Configurador ERP
25691;TOTVS Backoffice - Linha Protheus;Configurador;Configurações do Sistema;Segurança e Rastreabilidade;O sistema permite controlar a quantidade de usuários conectados? Permite derrubar usuários e monitorar os tempos de acesso?;Atende;
25692;TOTVS Backoffice - Linha Protheus;Configurador;Configurações do Sistema;Segurança e Rastreabilidade;É possível estabelecer horários de acesso para os usuários conforme o perfil de acesso?;Atende;
25693;TOTVS Fluig;Fluig Identity;Configurações do Sistema;Segurança e Rastreabilidade;É possível limitar o IP de acesso ao sistema?;Atende;Com o Fluig Identity é possível realizar bloqueio.
